ID,INCIDENT,DATE,TIME,ADDRESS,ZIP,BATTALION/SHIFT,MAPSCO,COUNCIL_DISTRICT,CENSUS_TRACT,STRUCTURE_TYPE,NO_OF_STORIES,CONSTRUCTION,CAUSE,TOTAL_VALUE,STRUCTURE_LOSS,CONTENTS_LOSS,TOTAL_SAVED,SPRINKER_SYS,ALARM_SYS
18037,,04/27/2020,01:40 PM,3407 BICKERS ST,75212,9/B-E,43K-E,,,VEHICLE,2003,CHEV SILVERADO,EXPOSURE (ACCIDENTAL),3000,-3000,0,0,NO,UNK
18038,2020091532,04/27/2020,10:52 AM,9713 BRIERWOOD LN,75217,8/B,69K,8,11602,VEHICLE,2019,DODGE CHALLENGER,INCENDIARY,27000,-27000,0,0,N/A,NO
18039,2020092363,04/28/2020,01:45 PM,4847 BARTLETT AVE,75216,5/C,65G,3,5700,DWELLING,1,WOOD,UNDETERMINED,56000,-20000,0,36000,NO,
18040,2020092538,04/28/2020,05:55 PM,5850 BELTLINE RD,75254,2/C,15B,11,13622,APARTMENTS,2,WOOD,INCENDIARY,34000000,-20000,0,33980000,N/A,UNK
18041,2020093108,04/29/2020,12:05 PM,2134 LUCAS DR,75219,9/C,34Y,2,401,TRASH,,,INCENDIARY,0,0,0,0,,
18042,2020093162,04/29/2020,01:40 PM,908 CITY SIDE LN,75201,1/C,45R,2,20400,TOWNHOME,3,BRICK,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,795370,-8000,0,787370,,
18043,2020092822,04/29/2020,05:12 AM,4205 TIMBERRA WAY,75220,7/C,24T,6,9402,DWELLING,2,,UNSPECIFIED SHORT CIRCUIT ARC,468360,-1000,0,467360,NO,YES
18044,2020093414,04/29/2020,07:38 PM,310 N JESTER AVE,75211,9/A,53B,1,4500,DWELLING,1,,MECHANICAL FAILURE MALFUNCTION OTHER,151720,0,-200,151520,NO,NO
18045,2020093555,04/29/2020,11:20 PM,2300 WALNUT HILL LN,75229,2/A,22Q,6,9900,TRAILER,,,UNDETERMINED,0,0,0,0,NO,NO
18046,2020093191,04/29/2020,02:17 PM,3939 ROSEMEADE PKWY,75287,2/A,655W,12,21632,APARTMENTS,2,WOOD,UNDETERMINED,30675582,-75000,-15000,30585582,NO,YES
9300,2013084504,05/01/2020,12:13 PM,8301 TOWNS ST,,4B,16U,10,,SCHOOL,1,BRICK,UNSPECIFIED SHORT CIRCUIT,,,,,NO,YES
18132,2020116925,05/30/2020,02:09 AM,3714 HAMILTON AVE,75210,1/A,46U,7,2702,DWELLING,1,WOOD,INCENDIARY,42500,-8000,0,34500,NO,NO
18068,2020099245,05/07/2020,10:56 AM,121 PLEASANT DR,75217,8/C,58Y,5,11602,APARTMENTS,2,BRICK,UNDETERMINED,1342000,-200000,-80000,1062000,,
18113,2020110184,05/21/2020,12:42 PM,109 CONTINENTAL AVE,75207,9/B,44M,6,10000,FLOWER BED,,METAL,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,500,0,-100,400,,UNK
18138,2020118130,05/31/2020,02:06 PM,326 E JIM MILLER RD,75217,8/C,58W,8,9304,APARTMENTS,2,WOOD,EQUIPMENT OVERLOADED,4875710,-2500,-500,4872710,NO,YES
18103,2020104062,05/13/2020,08:47 PM,302 W 10TH ST,75208,6/B,54G,1,4700,BUSHES,,,INCENDIARY,0,0,0,0,,UNK
18096,2020105701,05/15/2020,09:33 PM,4015 ST CHRISTOPHER LN,75287,2/B,4K,12,21636,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,391531,-5000,-1000,385531,NO,YES
18097,2020105380,05/15/2020,03:58 PM,7015 ATHA DR,75217,8/B,58S,8,9304,DWELLING,1,WOOD,INCENDIARY,96860,-60000,0,36860,NO,NO
18104,2020107918,05/18/2020,02:56 PM,1413 S OAK CLIFF BLVD,75208,6/B,54J,1,5300,DWELLING,1,WOOD,UNDETERMINED,154000,-50000,-5000,99000,NO,UNK
18109,2020109308,05/20/2020,08:54 AM,4613 MANETT ST,75204,3/A,35Z,2,800,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,20000,-3000,-500,16500,NO,YES
18075,2020100717,05/09/2020,07:44 AM,2838 SHARON ST,75211,6/B,53L,1,5300,GARAGE,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,118700,-20000,0,98700,NO,NO
18105,2020101018,05/18/2020,05:21 PM,8221 SCYENE RD,75227,8/B,48Z,7,9000,APARTMENTS,2,WOOD,UNDETERMINED,1757000,-7000,-2000,1748000,NO,NO
18077,2020101147,05/09/2020,07:54 PM,1417 MEDICAL DISTRICT DR,75207,9/B,34X,2,10000,PORTA POTTY,,,INCENDIARY,1500,-1500,0,0,NO,NO
18126,,05/28/2020,08:57 PM,10100 L B J FWY EB,,4/C-E,27H-E,,,RAILROAD TRACK,,,EXPOSURE (UNDETERMINED),0,0,0,0,N/A,NO
18082,2020101675,05/10/2020,02:37 PM,6914 MISTLETOE DR,75223,4/C,37W,14,1202,DWELLING,1,WOOD,MECHANICAL FAILURE MALFUNCTION OTHER,394000,-500,0,393500,N/A,NO
18131,2020116942,05/30/2020,02:25 AM,1727 AVENUE B,75203,6/A,55G,4,8900,DWELLING,2,WOOD,INCENDIARY,395000,-40000,0,355000,NO,YES
18112,2020102133,05/13/2020,04:46 AM,1301 W WHEATLAND RD,75232,5/A,74B,8,11101,VEHICLE,2007,CHEVY COBALT,INCENDIARY,4000,-4000,0,0,NO,
18117,2020110861,05/22/2020,11:29 AM,4537 ELSIE FAYE HEGGINS ST,75210,8/C,47S,7,2701,COMMERCIAL,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,42110,-15000,-1000,26110,,
18135,2020118449,05/31/2020,09:18 PM,3600 ATLANTA ST,75218,1/C,46X,7,3700,DWELLING,1,WOOD,INCENDIARY,85460,-150,0,85310,NO,UNK
18121,2020108412,05/19/2020,05:57 AM,3300 PALACIOS AVE,75212,9/B,42L,6,10601,VEHICLE,2003,CHEVROLET TAHOE,INCENDIARY,2000,-2000,0,0,,
18065,2020097955,05/05/2020,03:49 PM,4911 BROOKVIEW DR,75220,7/A,24V,13,20600,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,2237300,-400000,0,1837300,NO,YES
18088,2020104231,05/14/2020,04:19 AM,1220 OAK PARK DR,75216,5/A,64F,4,4900,DWELLING,1,WOOD,INCENDIARY,132920,-300,0,132620,NO,UNK
18129,2020116316,05/29/2020,01:49 PM,8930 WINTERSET AVE,75232,5/A,74G,8,16605,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,150000,-10000,-1000,139000,NO,NO
18085,2020102668,05/11/2020,09:17 PM,3023 PARK ROW AVE,75215,1/A,46P,7,20300,APARTMENTS,3,WOOD,INCENDIARY,3642390,-1000,0,3641390,YES,YES
18047,20200943252,05/01/2020,02:31 AM,8081 MARVIN D LOVE SERV SB,75237,5/B,73A,8,16605,VEHICLE,2015,CHEVY SNT,INCENDIARY,10000,-10000,0,0,N/A,
18049,2020094583,05/01/2020,12:18 PM,9600 TEA GARDEN RD,75217,8/C,69P,8,17102,VEHICLE,,NISSAN ROGUE,INCENDIARY,0,0,0,0,N/A,NO
18091,2020105005,05/15/2020,02:58 AM,2030 MARKET CENTER BLVD,75207,9/A,44D,6,10000,SHED,1,WOOD,UNDETERMINED,3000,-1000,-1000,1000,NO,NO
18070,2020089131,04/24/2020,04:58 AM,2312 MARBURG ST,75215,1/C,56C,7,3800,VEHICLE,2005,FORD CROWN VICTORIA,INCENDIARY,1000,-1000,0,0,N/A,UNK
18052,2020095092,05/01/2020,10:50 PM,2800 W ILLINOIS AVE,75233,6/C,53U,3,10805,COMMERCIAL,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,1681010,-150,0,1680860,NO,UNK
18054,2020095511,05/02/2020,02:58 PM,9750 ROYAL LN,75243,4/A,27F,10,7825,APARTMENTS,3,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,13001600,-30000,0,12971600,N/A,YES
18066,2020098367,05/06/2020,06:16 AM,2000 TORONTO ST,75212,9/A,44N,6,10101,TRASH,,,INCENDIARY,0,0,0,0,N/A,NO
18093,2020105339,05/15/2020,02:50 PM,14770 LASATER RD,75258,8/B,70H,8,17004,MOBILE HOME,1,,UNSPECIFIED SHORT CIRCUIT ARC,10000,-2000,-500,7500,NO,NO
18136,,05/31/2020,09:18 PM,3600 ATLANTA ST,,1/C-E,46X-E,,,VEHICLE,2006,MERCEDES R500,EXPOSURE (INCENDIARY),12000,-7500,0,4500,,
18064,2020097984,05/05/2020,04:36 PM,1400 E JEFFERSON BLVD,75203,6/A,45W,1,2000,WAREHOUSE,1,,INCENDIARY,216190,-1000,0,215190,N/A,NO
18084,2020102766,05/12/2020,12:00 AM,4226 WYCLIFF AVE,75219,3/A,35T,14,603,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,438500,-100000,-40000,298500,NO,YES
18072,2020098267,05/06/2020,12:53 AM,2010 CANYON ST,75203,6/B,55B,4,4100,VEHICLE,2006,BMW 328I,INCENDIARY,3500,-9000,0,-5500,N/A,UNK
18081,2020101617,05/10/2020,01:03 PM,6811 HILLMONT DR,75217,8/C,58N,5,9303,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,110620,-25000,-5000,80620,N/A,YES
18120,2020114381,05/26/2020,09:11 PM,2045 MARYDALE DR,75208,1/A,43Z,1,4400,FENCE,,WOOD,UNDETERMINED,3000,-100,0,2900,N/A,
18099,2020107136,05/17/2020,03:09 PM,100 HOWELL ST,75207,1/A,44M,6,10000,WAREHOUSE,,,UNSPECIFIED SHORT CIRCUIT ARC,438750,-6000,0,432750,NO,NO
18055,2020095902,05/02/2020,11:37 PM,1231 OAK PARK DR,75232,5/A,64F,3,11001,GARAGE,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,189740,-60,-50,189630,N/A,UNK
18059,2020096981,05/04/2020,12:21 PM,1341 MONTAGUE AVE,75216,5/C,65K,4,5901,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,115060,-20000,-15000,80060,,
18063,2020097821,05/05/2020,12:28 PM,1511 ANNEX AVE,75204,3/B,46A,2,1503,APARTMENTS,2,WOOD,INCENDIARY,5179380,-2000,0,5177380,NO,YES
18101,2020107432,05/17/2020,10:16 PM,10002 CHIMNEY HILL LN,75248,4/A,17X,10,19035,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,464700,-4000,0,460700,NO,UNK
18114,2020109989,05/21/2020,07:07 AM,113336 JUPITER RD,75218,4/B,38G,9,12800,SHIPPING CONTAINER,,METAL,UNDETERMINED,1100,-1000,-100,0,N/A,UNK
18051,,05/01/2020,04:18 PM,2330 KIRBY ST,75204,3/C-E,35Z-E,,,FENCE,,,EXPOSURE (UNDETERMINED),790750,-500,0,790250,NO,NO
18137,,05/31/2020,09:18 PM,3600 ATLANTA ST,,1/C-E,46X-E,,,VEHICLE,2005,NISSAN MURANO,EXPOSURE (INCENDIARY),6500,-4500,0,2000,,
18118,2020112452,05/24/2020,09:38 AM,6121 TEAGUE DR,75241,8/B,66N,8,11401,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,118150,-10000,-500,107650,NO,YES
18102,2020107428,05/17/2020,10:13 PM,2713 EASTER AVE,75216,5/A,55U,4,8801,VEHICLE,2009,CHEVROLET IMPALA,INCENDIARY,5400,-5400,0,0,N/A,NO
18057,2020096020,05/03/2020,03:25 AM,3032 TEXAS DR,75211,6/A,53Q,1,6402,VEHICLE,1998,WINN,UNDETERMINED,18000,-18000,0,0,N/A,UNK
18100,2020107247,05/17/2020,05:34 PM,7750 WALNUT HILL LN,75230,4/A,26N,13,7801,APARTMENTS,2,WOOD,EQUIPMENT UNATTENDED,30000,-1000,0,29000,YES,YES
18061,2020097376,05/04/2020,10:02 PM,635 BROOKS AVE,75208,6/C,54L,1,5000,VEHICLE,2002,CHEV BLAZER,UNDETERMINED,400,-400,0,0,N/A,
18071,2020054521,03/06/2020,12:27 AM,1800 S TRUNK AVE,75210,3/C,46U,7,20300,VEHICLE,2019,CHEVROLET TRAX,UNDETERMINED,12800,-12800,0,0,N/A,UNK
18078,2020101201,05/09/2020,08:50 PM,1403 MONTAGUE AVE,75216,5/B,65F,4,5901,TRASH,,,INCENDIARY,0,0,0,0,NO,
18128,2020116173,05/29/2020,09:37 AM,8303 E R L THORNTON FWY,75228,8/A,48E,7,12204,MOTEL,2,WOOD,UNDETERMINED,2205000,-400000,-40000,1765000,N/A,YES
18056,,05/02/2020,11:37 PM,1231 OAK PARK DR,75232,5/A-E,64F-E,,,VEHICLE,2004,FORD ESCAPE XLT,EXPOSURE (ACCIDENTAL),11000,-5000,-1000,5000,N/A,UNK
18053,2020095227,05/02/2020,03:01 AM,2423 TALLYHO LN,75212,9/C,42T,6,10602,VEHICLE,,CADILLAC ESCALADE ESV,INCENDIARY,39000,-39000,0,0,N/A,NO
18083,2020100948,05/09/2020,02:50 PM,4624 SPYGLASS DR,75287,2/B,4G,12,31706,FENCE / POOL EQUIPMENT,,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,688000,-3000,0,685000,,
18106,2020108289,05/18/2020,11:37 PM,4228 SPRING AVE,75210,3/B,46V,7,2701,VEHICLE,1995,FORD MERC,INCENDIARY,3500,-2000,0,1500,,
18087,2020103634,05/13/2020,08:47 AM,2910 RUDER ST,75212,9/C,42N,6,10602,COMMERCIAL,1,,INCENDIARY,950000,0,-50,949950,NO,NO
18067,2020099090,05/07/2020,03:16 AM,1216 W COMMERCE ST,75208,1/B,44P,6,4300,WAREHOUSE,,,UNDETERMINED,750000,-90000,-500,659500,NO,NO
18098,2020105880,05/16/2020,03:37 AM,3325 ALABAMA AVE,75216,5/C,64D,4,5902,VEHICLE,2003,NISSAN FRONTIER,UNDETERMINED,15200,-5000,0,10200,N/A,
18048,2020094498,05/01/2020,02:17 PM,7225 FAIR OAKS SR,75231,4/C,26Q,13,7815,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,4005000,-10000,-250,3994750,NO,YES
18089,2020104205,05/14/2020,02:36 AM,1430 HENDRICKS AVE,75232,1/C,55F,3,11001,DWELLING,1,WOOD,INCENDIARY,44610,-30000,0,14610,NO,NO
18086,2020102387,05/11/2020,02:13 PM,8404 FOREST LN,75243,4/A,16Y,10,7805,CONDO,2,WOOD,UNDETERMINED,130930,-200,0,130730,NO,UNK
18060,2020097387,05/04/2020,10:09 PM,6416 ROYAL CEDAR DR,75236,6/C,61B-V,3,16521,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,194720,-500,0,194220,NO,YES
18115,2020110572,05/21/2020,11:21 PM,406 S CARROLL AVE,75223,3/B,46F,2,2400,COMMERCIAL,1,WOOD,INCENDIARY,142000,-30,0,141970,N/A,UNK
18107,2020108291,05/18/2020,11:51 PM,2110 CALIFORNIA CROSSING RD,75220,7/C,22T,6,9900,VEHICLE,2014,CHEVY CRUZ,INCENDIARY,7500,-7500,0,0,,
18134,2020118372,05/31/2020,07:33 PM,7960 VISTA HILL LN,75249,6/C,61B-W,3,16510,DWELLING,1,WOOD,UNDETERMINED,157880,-400,-300,157180,NO,YES
18124,,05/27/2020,02:14 PM,3079 S WESTMORELAND RD,,6/B-E,53X-E,,,APARTMENTS,2,WOOD,EXPOSURE (ACCIDENTAL),13157340,-15000,-10000,13132340,,
18119,2020112377,05/24/2020,05:56 AM,2900 MORRELL AVE,75203,6/B,55H,4,8603,VEHICLE,,NISSAN,UNDETERMINED,0,0,0,0,N/A,
18095,2020105757,05/15/2020,11:09 PM,11110 WOODMEADOW PKWY,75228,4/B,39C,9,12604,APARTMENTS,2,WOOD,INCENDIARY,11000000,-500,0,10999500,NO,YES
18123,2020114785,05/27/2020,02:14 PM,3079 S WESTMORELAND RD,75233,6/B,53X,3,10805,APARTMENTS,2,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,13157340,-25000,-10000,13122340,,
18058,,05/03/2020,03:25 AM,3032 TEXAS DR,75211,6/A-E,53Q-E,,,VEHICLE,,CADILLAC CT,EXPOSURE (UNDETERMINED),25000,-3500,0,21500,N/A,UNK
18116,2020102509,05/11/2020,05:22 PM,1155 E LAWTHER DR,75218,4/A,37U,9,8100,VEHICLE,,JOHN DEERE 27D,ELECTRICAL FAILURE MALFUNCTION OTHER,20000,-20000,0,0,NO,NO
18073,2020099996,05/08/2020,08:58 AM,707 N ZANG BLVD,75208,6/A,54D,1,4201,COMMERCIAL,,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,322000,0,0,322000,,UNK
18062,2020093044,04/29/2020,09:57 AM,2500 REMOND DR,75211,9/A,43U,1,6900,VEHICLE,2009,NISSAN MURANO,UNDETERMINED,3000,-3000,0,0,,
18108,2020109063,05/19/2020,10:24 PM,1119 MORRELL AVE,75243,5/B,55F,4,4900,DWELLING,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,66650,-100,0,66550,NO,YES
18069,2020099606,05/07/2020,07:49 PM,2408 VICTORY PARK LN,75201,1/C,45J,2,1900,APARTMENTS,14,CONCRETE,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,729800,-500,-2000,727300,,
18133,2020028973,05/31/2020,12:23 PM,2901 INDIANA ST,75226,1/C,45M,2,20400,ALLEY WAY,,,FOUND PROHIBITED WEAPON,0,0,0,0,NO,NO
18127,2020115948,05/28/2020,11:18 PM,3417 FORDHAM RD,75216,5/C,56T,4,86004,DWELLING,1,WOOD,INCENDIARY,75440,-50,0,75390,N/A,
18125,2020115838,05/28/2020,08:57 PM,10100 L B J FWY EB,75238,4/C,27H,10,13009,GRASS FIRE,,,UNDETERMINED,0,0,0,0,N/A,NO
18092,2020104939,05/15/2020,12:10 AM,3435 PUGET ST,75212,9/A,44J,6,10101,DWELLING,1,WOOD,INCENDIARY,94500,-50000,-5000,39500,NO,NO
18130,2020116392,05/29/2020,02:55 PM,216 W 7TH ST,75208,6/A,54C,1,4700,WAREHOUSE,1,,CUTTING WELDING TOO CLOSE TO COMBUSTIBLES,0,0,0,0,NO,NO
18111,2020109831,05/20/2020,11:18 PM,10945 COMPOSITE DR,75220,7/A,22R,6,9900,COMMERCIAL,1,WOOD,UNDETERMINED,857720,-857720,0,0,UNK,UNK
18074,2020100038,05/08/2020,10:40 AM,1319 SAN PATRICIO DR,75218,4/A,38K,9,8200,DWELLING,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,160460,-15000,0,145460,NO,YES
18094,2020105413,05/15/2020,04:46 PM,330 N LANCASTER AVE,75203,6/B,55A,1,2000,APARTMENTS,2,WOOD,INCENDIARY,1900000,-250000,0,1650000,NO,NO
18122,2020115148,05/28/2020,12:34 AM,7633 ROLLING ACRES DR,75248,2/B,16A,11,13607,DWELLING,1,,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,649150,-150000,-90000,409150,NO,YES
18079,2020101495,05/10/2020,09:12 AM,9814 LANSDOWNE DR,75217,8/C,59T,5,11701,DWELLING,1,WOOD,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,84000,0,0,84000,N/A,NO
18080,2020101673,05/10/2020,02:35 PM,4606 AMESBURY DR,75206,3/C,36F,14,7914,TRAILER,,METAL,UNDETERMINED,55000,-10000,-3000,42000,NO,NO
18076,2020100976,05/09/2020,03:23 PM,3103 WEISENBERGER DR,75212,9/C,42R,6,10601,DWELLING,1,WOOD,MISUSE OF MATERIAL OR PRODUCT OTHER,150090,-8000,0,142090,NO,NO
18050,2020094783,05/01/2020,04:18 PM,4714 CAPITOL AVE,75204,3/C,35Z,2,800,GARAGE,1,WOOD,UNDETERMINED,277410,-1000,0,276410,NO,NO
18090,2020104309,05/14/2020,08:51 AM,3035 W PENTAGON PKWY,75238,6/A,53Y,3,10804,APARTMENTS,2,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,9861250,-50,0,9861200,NO,NO
18110,2020109398,05/20/2020,11:44 AM,1532 DALVIEW AVE,75208,6/A,55M,4,5500,VEHICLE,2015,MERCEDES ML350,INCENDIARY,20000,-20000,0,0,,
18218,2020166002,07/26/2020,02:53 AM,800 S ZANG BLVD,75208,5/B,54M,1,500,VEHICLE,2005,FORD MUSTANG,INCENDIARY,3500,-3500,0,0,,
18272,,06/07/2020,03:18 AM,2979 N STEMMONS FWY,,9/C-E,33Z-E,,,VEHICLE,2009,HONDA ACCORD ULX,EXPOSURE (ACCIDENTAL),4000,-800,0,3200,N/A,
18237,2020119116,06/01/2020,06:10 PM,2615 PARK ROW AVE,75215,1/A,46S,7,20300,DWELLING,1,WOOD,UNDETERMINED,118220,-118220,0,0,N/A,NO
18153,2020148612,07/05/2020,09:38 AM,2702 W CLARENDON DR,75211,6/B,53L,1,5300,GARAGE,1,WOOD,INCENDIARY,152180,-1200,0,150980,N/A,
18159,2020151048,07/08/2020,11:38 AM,2574 W ILLINOIS AVE,75233,6/B,53V,3,10804,CHURCH,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,0,-10000,0,-10000,NO,NO
18248,2020117743,05/30/2020,10:52 PM,838 MCBROOM ST,75212,1/B,56B,6,10102,DWELLING,1,WOOD,UNDETERMINED,31000,-25000,-1000,5000,NO,NO
18276,2020129558,06/13/2020,07:39 PM,5802 SANDHURST LN,75206,3/A,36F,14,7914,CONDOMINIUMS,2,BRICK,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,191080,-100,-20,190960,N/A,UNK
18196,2020160493,07/19/2020,04:24 AM,4617 ST FRANCIS AVE,75227,8/C,48K,7,12207,DWELLING,1,WOOD,INCENDIARY,219000,0,-25,218975,NO,YES
18161,2020151464,07/08/2020,08:16 PM,3223 W PENTAGON PKWY,75253,6/B,53X,3,10804,APARTMENTS,2,WOOD,UNDETERMINED,30038530,-40000,-1000,29997530,NO,NO
18263,2020126390,06/10/2020,12:14 AM,7407 ARBORCREST DR,75232,5/C,64Z,8,11105,DWELLING,1,WOOD,EQUIPMENT UNATTENDED,106880,-5000,0,101880,NO,YES
18214,2020165202,07/25/2020,02:38 AM,2417 N HASKELL AVE,75204,3/C,45D,14,1600,COMMERCIAL,1,CONCRETE,INCENDIARY,1000000,-3000,0,997000,UNK,YES
18320,2020138589,06/24/2020,02:14 AM,3200 CONROE ST,75212,1/B,44K,6,10102,VEHICLE,2019,FORD MUSTANG,INCENDIARY,27000,-27000,0,0,,UNK
18306,2020136778,06/21/2020,11:38 PM,3700 DIXON AVE,75210,1/C,47W,7,11500,COMMERCIAL,1,,PLAYING WITH HEAT SOURCE,0,-500,0,-500,N/A,UNK
18229,,07/28/2020,07:16 AM,1515 PRESIDIO AVE,75216,5/C-E,65B-E,,,DWELLING,1,WOOD,EXPOSURE (ACCIDENTAL),66070,-5000,0,61070,NO,YES
18287,2020131544,06/16/2020,07:38 AM,4101 DELAFIELD LN,75227,8/A,48R,7,9000,APARTMENTS,3,,EQUIPMENT UNATTENDED,9817000,-1500,-1000,9814500,YES,YES
18182,2020156606,07/14/2020,01:18 PM,11055 DENNIS  RD,75229,4/B,23F,6,9610,VEHICLE,2000,KIA SPORTAGE,INCENDIARY,0,-350,0,-350,,
18152,2020149312,07/06/2020,04:53 AM,9152 DONNYBROOK LN,75217,8/B,59A,5,9201,DWELLING,1,WOOD,UNDETERMINED,176520,-50000,-20000,106520,NO,YES
18297,2020133657,06/18/2020,06:27 PM,3522 ROBERTS AVE,75215,1/C,46U,7,3700,TRASH,,,UNDETERMINED,0,0,0,0,N/A,NO
18241,2020120135,06/03/2020,12:59 AM,344 N JIM MILLER RD,75217,8/B,58S,8,9304,APARTMENTS,1,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,5600000,-1000,0,5599000,NO,YES
18260,2020125988,06/09/2020,02:44 PM,17102 PRESTON BEND DR,75248,2/C,5Q,12,13617,DWELLING,1,BRICK,HEAT SOURCE TOO CLOSE TO COMBUSTIBLES,1264960,-75000,0,1189960,N/A,YES
18278,2020130408,06/14/2020,08:23 PM,9425 FOREST LN,75243,4/B,17W,10,7810,COMMERCIAL,1,WOOD,UNDETERMINED,1600450,-35000,0,1565450,NO,NO
18284,2020122825,06/06/2020,02:03 AM,5930 ARAPAHO RD,75248,2/B,5W,11,13621,APARTMENTS,2,WOOD,UNDETERMINED,18799850,-1000,0,18798850,NO,YES
18292,2020128163,06/12/2020,06:54 AM,3400 IROQUOIS DR,75212,9/C,42L,6,10601,VEHICLE,2009,VOLKSWAGON JETTA,INCENDIARY,3000,-3000,0,0,,
18318,,06/23/2020,08:56 AM,2903 EMBER CREST RD,,5/B-E,66E-W,,,VEHICLE,2016,HYUNDAI SANTA FE,EXPOSURE (UNDETERMINED),15000,-500,0,14500,,
18298,2020133762,06/18/2020,08:44 PM,2704 2ND AVE,75210,1/C,46V,7,2702,COMMERCIAL,1,,UNDETERMINED,300000,-20000,-10000,270000,NO,NO
18173,2020154580,07/12/2020,06:18 AM,800 ROSS AVE,75202,1/B,45K,4,2100,APARTMENTS,5,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,23920000,-500,-200,23919300,YES,YES
18174,2020154296,07/12/2020,12:02 AM,2013 LEA CREST DR,75216,5/B,55Y,4,5700,DWELLING,1,WOOD,UNDETERMINED,125610,0,0,125610,NO,UNK
18309,2020137663,06/22/2020,11:23 PM,8850 FERGUSON RD,75228,8/A,38W,7,12210,APARTMENTS,4,WOOD,REKINDLE,42000000,0,0,42000000,NO,UNK
18271,2020123903,06/07/2020,03:18 AM,2979 N STEMMONS FWY,75247,9/C,33Z,6,10000,VEHICLE,2003,LINCOLN TOWN CAR,COLLISION KNOCK DOWN RUN OVER TURN OVER,1200,-1200,0,0,N/A,
18168,2020152668,07/10/2020,08:28 AM,9727 FOREST LN,75243,4/A,17Y,10,19035,APARTMENTS,3,WOOD,UNSPECIFIED SHORT CIRCUIT ARC,14900000,-250,0,14899750,NO,NO
18315,2020138942,06/24/2020,02:16 PM,6911 BROOKSHIRE DR,75230,7/C,25M,11,13102,DWELLING,1,WOOD,UNDETERMINED,723250,-75000,-50000,598250,NO,YES
18328,2020142823,06/29/2020,09:38 AM,9350 SKILLMAN ST,75243,4/B,27D,10,18506,APARTMENTS,3,WOOD,UNDETERMINED,27300000,-50,0,27299950,NO,YES
18242,2020120861,06/03/2020,09:14 PM,501 ELM ST,75202,1/C,45N,14,3101,COMMERCIAL,6,,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,1511390,-1500,0,1509890,YES,YES
18226,2020167356,07/27/2020,06:58 PM,6723 EASTRIDGE DR,75231,4/C,26V,13,7820,DWELLING,3,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,72750,-15000,-5000,52750,NO,YES
18172,2020154517,07/12/2020,04:19 AM,1100 S MARSALIS AVE,75203,6/B,55E,4,5400,VEHICLE,2007,BUICK LACROSSE,INCENDIARY,20000,-20000,0,0,,
18158,2020145298,07/02/2020,12:15 AM,3410 FORDHAM RD,75216,5/A,56T,4,8701,APARTMENTS,1,WOOD,ABANDONED OR DISCARDED MATERIALS OR PRODUCTS,5839250,-100,0,5839150,UNK,UNK
18170,2020153698,07/11/2020,10:42 AM,9524 MILITARY PKWY,75227,8/B,49T,7,12100,WICKER CHAIR,,,UNDETERMINED,30,-30,0,0,N/A,NO
18194,2020159625,07/18/2020,01:28 AM,5300 2ND AVE,75210,1/B,47W,7,11500,VEHICLE,1996,CHEVY SILVERADO,INCENDIARY,2000,-2000,0,0,NO,NO
